,Person Description,Place Code,Customer Order,Additional Features in market,Promotion Name,Store Kind,Store Sales,Store Cost,Product Weights Data in (KG),Is Recyclable?,Min. Yearly Income,Store Area,Grocery Area,Frozen Area,Meat Area,Cost
mc_ID_71,"Married Female with three children, education: partial college working as management",T02ma_WA,"Starchy Foods from Starchy Foods department, Ordered Brand : Discover","['Coffee Bar', 'Florist', 'Ready Food', 'Bar For Salad']",Price Winners,Deluxe,10.44 Millions,3.8628 Millions,"{'Gross Weight': 31.543, 'Net Weight': 30.0894, 'Package Weight': 1.4536}",recyclable,130K+,3144.65,2055.29,,437.22,494.9149
mc_ID_72,"Single Male with three children, education: partial high school working as manual",V19ia_BC,"Cleaning Supplies from Household department, Ordered Brand : Red Wing","['Florist', 'Coffee Bar']",Double Your Savings,,2.79 Millions,0.9765 Millions,"{'Gross Weight': 20.3503, 'Net Weight': 17.4431, 'Package Weight': 2.9072}",non recyclable,30K+,3200.69,2551.4,389.54,259.66,599.9856
mc_ID_73,"Single Male with three children, education: partial high school working as manual",G16ra_JA,"Canned Sardines from Canned Foods department, Ordered Brand : Blue Label",['Coffee Bar'],Full Free,Small Grocery,3.6 Millions,1.26 Millions,"{'Gross Weight': 20.3503, 'Net Weight': 15.9895, 'Package Weight': 4.3608}",recyclable,10K+,2283.29,1394.66,536.29,356.19,320.4421
mc_ID_74,"Single Female with two children, education: partial college working as manual",S01em_OR,"Specialty from Produce department, Ordered Brand : Tell Tale","['Video Store', 'Ready Food', 'Bar For Salad', 'Coffee Bar', 'Florist']",Sale : Double Down,Deluxe,10.2 Millions,4.692 Millions,"{'Gross Weight': 11.4398, 'Net Weight': 9.9716, 'Package Weight': 1.4681}",non recyclable,50K+,2572.86,1732.11,503.07,336.95,265.6317
mc_ID_75,"Single Male with three children, education: bachelors degree working as professional",O09ba_VE,"Paper Products from Household department, Ordered Brand : Sunset","['Ready Food', 'Bar For Salad']",Go For It,,2.58 Millions,1.2642 Millions,"{'Gross Weight': 11.6287, 'Net Weight': 10.1752, 'Package Weight': 1.4536}",non recyclable,50K+,,2448.37,470.27,313.55,347.1151
mc_ID_76,"Single Male with three children, education: partial high school working as skilled manual",C15ho_ZA,"Hardware from Household department, Ordered Brand : Red Wing","['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar']",Saving Days,Gourmet,7.04 Millions,3.3088 Millions,"{'Gross Weight': 30.9615, 'Net Weight': 27.909, 'Package Weight': 3.0525}",recyclable,10K+,2208.18,1564.86,385.45,258.33,474.0995
mc_ID_77,"Single Male with three children, education: high school degree working as skilled manual",C15ho_ZA,"Carbonated Beverages from Beverages department, Ordered Brand : Fabulous","['Ready Food', 'Florist', 'Coffee Bar', 'Bar For Salad']",Roller Savings (High) ,Gourmet,9.36 Millions,3.9312 Millions,"{'Gross Weight': 25.7286, 'Net Weight': 21.3678, 'Package Weight': 4.3608}",non recyclable,30K+,2207.28,1564.86,385.45,256.97,637.6939
mc_ID_78,"Married Female with No children, education: partial high school working as skilled manual",P07nd_OR,"Canned Soup from Canned Foods department, Ordered Brand : Better",,,Supermarket,2.25 Millions,0.99 Millions,"{'Gross Weight': 12.123, 'Net Weight': 10.6694, 'Package Weight': 1.4536}",recyclable,30K+,,1508.57,227.8,151.9,325.6721
mc_ID_79,"Single Male with four children, education: partial high school working as manual",B14on_WA,"Frozen Desserts from Frozen Foods department, Ordered Brand : Imagine","['Ready Food', 'Bar For Salad']",Green Light Special,Supermarket,14.15 Millions,5.094 Millions,"{'Gross Weight': 29.3626, 'Net Weight': 26.4554, 'Package Weight': 2.9072}",non recyclable,10K+,,2265.9,853.22,567.1,643.3946
mc_ID_80,"Married Male with one child, education: partial high school working as skilled manual",P07nd_OR,"Fruit from Produce department, Ordered Brand : Tri-State",,Weekend Discount,Supermarket,7.2 Millions,3.096 Millions,"{'Gross Weight': 19.9142, 'Net Weight': 18.3153, 'Package Weight': 1.599}",non recyclable,10K+,1891.54,1508.96,229.8,151.9,614.002
mc_ID_81,"Married Female with five children, education: high school degree working as manual",V13er_BC,"Baking Goods from Baking Goods department, Ordered Brand : Super","['Ready Food', 'Coffee Bar', 'Video Store', 'Bar For Salad', 'Florist']",Price Slashers,Deluxe,8.88 Millions,3.9072 Millions,"{'Gross Weight': 13.4312, 'Net Weight': 10.5095, 'Package Weight': 2.9217}",non recyclable,30K+,2150.79,1525.28,373.1,248.79,403.9652
mc_ID_82,"Single Female with five children, education: bachelors degree working as management",S04ne_WA,"Fruit from Produce department, Ordered Brand : Tell Tale",,Sales Days,Supermarket,15.16 Millions,5.6092 Millions,"{'Gross Weight': 20.2049, 'Net Weight': 17.1524, 'Package Weight': 3.0525}",recyclable,70K+,2809.98,2049.72,459.36,304.91,610.5502
mc_ID_83,"Married Male with five children, education: bachelors degree working as professional",T02ma_WA,"Bathroom Products from Health and Hygiene department, Ordered Brand : Steady","['Ready Food', 'Florist', 'Bar For Salad', 'Coffee Bar']",Save Price,Deluxe,1.14 Millions,0.399 Millions,"{'Gross Weight': 19.9142, 'Net Weight': 15.4081, 'Package Weight': 4.5061}",recyclable,70K+,3143.92,2055.29,654.13,435.03,602.1299
mc_ID_84,"Single Male with three children, education: high school degree working as skilled manual",S03le_WA,"Canned Soup from Canned Foods department, Ordered Brand : Bravo",['Coffee Bar'],Budget Bargains,Supermarket,3.2 Millions,1.568 Millions,"{'Gross Weight': 21.8039, 'Net Weight': 18.8967, 'Package Weight': 2.9072}",non recyclable,30K+,,1236.34,440.92,292.55,687.5358
mc_ID_85,"Single Male with two children, education: partial high school working as skilled manual",B06ls_CA,"Magazines from Periodicals department, Ordered Brand : Dollar","['Coffee Bar', 'Ready Food', 'Florist', 'Video Store', 'Bar For Salad']",You Save Days,Gourmet,5.07 Millions,1.9773 Millions,"{'Gross Weight': 19.1874, 'Net Weight': 17.5885, 'Package Weight': 1.599}",non recyclable,10K+,2196.96,1424.85,465.54,310.3,689.3663
mc_ID_86,"Single Female with three children, education: partial high school working as professional",C15ho_ZA,"Dairy from Dairy department, Ordered Brand : Booker","['Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food']",Price Cutters,Gourmet,7.74 Millions,2.9412 Millions,"{'Gross Weight': 26.6008, 'Net Weight': 23.5482, 'Package Weight': 3.0525}",non recyclable,130K+,2209.35,1561.94,385.45,256.68,729.2712
mc_ID_87,"Single Male with one child, education: bachelors degree working as professional",B06ls_CA,"Fruit from Produce department, Ordered Brand : Tri-State","['Video Store', 'Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist']",,Gourmet,7.22 Millions,3.0324 Millions,"{'Gross Weight': 19.9142, 'Net Weight': 16.8617, 'Package Weight': 3.0525}",recyclable,50K+,2197.1,1424.85,465.54,,555.2168
mc_ID_88,"Married Female with four children, education: partial high school working as skilled manual",L05es_CA,"Seafood from Seafood department, Ordered Brand : Dual City",['Florist'],Two for One,,6.8 Millions,2.788 Millions,"{'Gross Weight': 18.4606, 'Net Weight': 15.4081, 'Package Weight': 3.0525}",recyclable,10K+,2192.32,1320.15,523.32,349.79,360.7131
mc_ID_89,"Single Female with three children, education: partial high school working as skilled manual",S01em_OR,"Magazines from Periodicals department, Ordered Brand : Mighty Good","['Coffee Bar', 'Ready Food', 'Florist', 'Bar For Salad', 'Video Store']",Bag Stuffer,Deluxe,9.8 Millions,2.94 Millions,"{'Gross Weight': 21.8039, 'Net Weight': 20.3503, 'Package Weight': 1.4536}",non recyclable,10K+,2570.91,1735.47,503.07,334.25,662.2226
mc_ID_90,"Single Male with No children, education: partial high school working as professional",M10da_YU,"Paper Products from Household department, Ordered Brand : Denny","['Coffee Bar', 'Florist', 'Video Store', 'Bar For Salad', 'Ready Food']",Sale Winners,Deluxe,5.37 Millions,1.9869 Millions,"{'Gross Weight': 30.6708, 'Net Weight': 27.7636, 'Package Weight': 2.9072}",non recyclable,150K+,2861.13,1873.5,593.93,395.95,519.7574
mc_ID_91,"Single Male with four children, education: high school degree working as manual",S04ne_WA,"Vegetables from Canned Foods department, Ordered Brand : Bravo",,Two for One,Supermarket,7.77 Millions,2.7972 Millions,"{'Gross Weight': 13.9981, 'Net Weight': 11.0909, 'Package Weight': 2.9072}",non recyclable,30K+,2813.58,2049.72,457.36,304.91,300.8296
mc_ID_92,"Single Male with No children, education: partial college working as clerical",B14on_WA,"Decongestants from Health and Hygiene department, Ordered Brand : Steady","['Bar For Salad', 'Ready Food']",Coupon Spectacular,Supermarket,5.79 Millions,1.7949 Millions,"{'Gross Weight': 28.3451, 'Net Weight': 23.9843, 'Package Weight': 4.3608}",recyclable,30K+,3684.65,2265.9,853.22,568.75,269.1881
mc_ID_93,"Married Female with three children, education: bachelors degree working as management",M12ty_DF,"Cleaning Supplies from Household department, Ordered Brand : Sunset",,Coupon Spectacular,Mid-Size,1.66 Millions,0.6972 Millions,"{'Gross Weight': 30.5255, 'Net Weight': 26.1647, 'Package Weight': 4.3608}",non recyclable,70K+,3391.8,2085.67,783.64,522.49,658.0909
mc_ID_94,"Married Female with two children, education: partial high school working as skilled manual",H11go_ZA,"Dairy from Dairy department, Ordered Brand : Booker","['Bar For Salad', 'Video Store', 'Ready Food', 'Florist', 'Coffee Bar']",Dimes Off,,6.88 Millions,3.0272 Millions,"{'Gross Weight': 9.8118, 'Net Weight': 6.9046, 'Package Weight': 2.9072}",recyclable,10K+,2840.53,2037.88,483.98,321.26,602.7575
mc_ID_95,"Married Female with No children, education: partial high school working as manual",S03le_WA,"Kitchen Products from Household department, Ordered Brand : High Quality",['Coffee Bar'],Big Time Saving,Supermarket,8.43 Millions,3.2877 Millions,"{'Gross Weight': 30.0894, 'Net Weight': 28.6358, 'Package Weight': 1.4536}",recyclable,10K+,1970.94,1236.07,440.92,294.74,710.234
mc_ID_96,"Single Female with three children, education: high school degree working as manual",A17co_GU,"Starchy Foods from Starchy Foods department, Ordered Brand : Shady Lake",,Price Winners,Supermarket,5.02 Millions,1.6064 Millions,"{'Gross Weight': 12.9951, 'Net Weight': 8.6198, 'Package Weight': 4.3753}",non recyclable,30K+,2193.22,1623.48,341.05,227.33,586.7537
mc_ID_97,"Married Female with four children, education: high school degree working as skilled manual",V19ia_BC,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Coffee Bar', 'Florist']",Sales Days,Mid-Size,2.79 Millions,1.0602 Millions,"{'Gross Weight': 30.3801, 'Net Weight': 27.3275, 'Package Weight': 3.0525}",recyclable,50K+,3196.5,2551.4,391.54,,694.9624
mc_ID_98,"Single Male with one child, education: bachelors degree working as professional",S04ne_WA,"Packaged Vegetables from Produce department, Ordered Brand : High Top",,Big Time Discounts,Supermarket,13.44 Millions,4.9728 Millions,"{'Gross Weight': 16.8617, 'Net Weight': 12.5009, 'Package Weight': 4.3608}",recyclable,130K+,2809.2,2049.72,457.36,304.91,310.662
mc_ID_99,"Single Male with two children, education: high school degree working as manual",S03le_WA,"Vegetables from Frozen Foods department, Ordered Brand : Golden",['Coffee Bar'],Super Duper Savers,Supermarket,7.44 Millions,3.4968 Millions,"{'Gross Weight': 8.9541, 'Net Weight': 6.0324, 'Package Weight': 2.9217}",recyclable,30K+,1970.94,,440.92,293.95,418.4
mc_ID_100,"Single Male with three children, education: bachelors degree working as professional",S03le_WA,"Bread from Baked Goods department, Ordered Brand : Colony",['Coffee Bar'],Sale Sale Sale,,4.68 Millions,1.9656 Millions,"{'Gross Weight': 12.6753, 'Net Weight': 9.7681, 'Package Weight': 2.9072}",non recyclable,50K+,1966.58,1236.07,440.92,293.95,473.7334
mc_ID_101,"Single Male with two children, education: partial high school working as manual",V13er_BC,"Snack Foods from Snack Foods department, Ordered Brand : Fort West","['Video Store', 'Coffee Bar', 'Ready Food', 'Florist', 'Bar For Salad']",Sale : Double Down,Deluxe,6.9 Millions,2.277 Millions,"{'Gross Weight': 12.0939, 'Net Weight': 9.1722, 'Package Weight': 2.9217}",non recyclable,,2147.17,1524.4,373.1,249.17,
mc_ID_102,"Married Male with two children, education: bachelors degree working as professional",V13er_BC,"Baking Goods from Baking Goods department, Ordered Brand : BBB Best","['Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food', 'Video Store']",,,2.12 Millions,0.7844 Millions,"{'Gross Weight': 18.606, 'Net Weight': 17.1524, 'Package Weight': 1.4536}",recyclable,50K+,2147.17,1528.12,373.1,248.79,403.9652
mc_ID_103,"Single Female with two children, education: graduate degree working as management",T02ma_WA,"Vegetables from Produce department, Ordered Brand : Ebony","['Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",Bag Stuffer,Deluxe,4.35 Millions,2.0445 Millions,"{'Gross Weight': 20.7864, 'Net Weight': 16.4256, 'Package Weight': 4.3608}",recyclable,70K+,3145.36,2052.48,654.13,436.09,367.7736
mc_ID_104,"Married Female with two children, education: partial college working as clerical",B08am_WA,"Bread from Baked Goods department, Ordered Brand : Great",['Coffee Bar'],Budget Bargains,Small Grocery,2.41 Millions,1.0122 Millions,"{'Gross Weight': 16.7163, 'Net Weight': 13.8091, 'Package Weight': 2.9072}",non recyclable,30K+,2625.19,2069.04,330.83,220.55,578.0196
mc_ID_105,"Single Male with one child, education: bachelors degree working as professional",S04ne_WA,"Frozen Entrees from Frozen Foods department, Ordered Brand : Golden",,One Day Sale,Supermarket,6.33 Millions,3.0384 Millions,"{'Gross Weight': 15.5534, 'Net Weight': 14.0853, 'Package Weight': 1.4681}",recyclable,130K+,2811.99,8103.2,457.36,,486.7561
mc_ID_106,"Single Male with four children, education: partial high school working as skilled manual",V19ia_BC,"Canned Clams from Canned Foods department, Ordered Brand : Just Right","['Coffee Bar', 'Florist']",,,6.69 Millions,2.0739 Millions,"{'Gross Weight': 11.12, 'Net Weight': 8.2128, 'Package Weight': 2.9072}",non recyclable,10K+,3196.99,2551.4,389.54,259.66,275.9871
mc_ID_107,"Married Male with one child, education: bachelors degree working as professional",V19ia_BC,"Dairy from Dairy department, Ordered Brand : Club","['Florist', 'Coffee Bar']",Savings Galore,,1.59 Millions,0.636 Millions,"{'Gross Weight': 19.7689, 'Net Weight': 16.8617, 'Package Weight': 2.9072}",non recyclable,130K+,,2553.34,389.54,259.66,680.2138
mc_ID_108,"Married Female with two children, education: high school degree working as manual",A17co_GU,"Vegetables from Frozen Foods department, Ordered Brand : Imagine",,Shelf Clearing Days,Supermarket,3.44 Millions,1.2728 Millions,"{'Gross Weight': 13.6492, 'Net Weight': 10.7421, 'Package Weight': 2.9072}",recyclable,30K+,2195.63,1623.48,,225.46,288.8006
mc_ID_109,"Married Female with No children, education: partial high school working as skilled manual",H11go_ZA,"Dairy from Dairy department, Ordered Brand : Carlson","['Coffee Bar', 'Florist', 'Video Store', 'Bar For Salad', 'Ready Food']",Price Winners,,4.72 Millions,2.124 Millions,"{'Gross Weight': 28.4904, 'Net Weight': 24.1296, 'Package Weight': 4.3608}",recyclable,10K+,2841.35,2038.11,481.98,321.66,453.9117
mc_ID_110,"Married Male with two children, education: graduate degree working as management",S04ne_WA,"Dairy from Dairy department, Ordered Brand : Carlson",,Big Time Discounts,Supermarket,6.9 Millions,3.036 Millions,"{'Gross Weight': 28.1997, 'Net Weight': 25.1472, 'Package Weight': 3.0525}",non recyclable,70K+,,2049.72,457.36,,310.662
mc_ID_111,"Single Male with three children, education: partial high school working as manual",G16ra_JA,"Kitchen Products from Household department, Ordered Brand : Sunset",['Coffee Bar'],Full Free,Small Grocery,5.42 Millions,1.6802 Millions,"{'Gross Weight': 26.1647, 'Net Weight': 21.8039, 'Package Weight': 4.3608}",non recyclable,10K+,2283.7,1393.1,,354.23,320.4421
mc_ID_112,"Single Female with two children, education: high school degree working as manual",M12ty_DF,"Bathroom Products from Health and Hygiene department, Ordered Brand : Consolidated",,Sale Sale Sale,Mid-Size,2.92 Millions,1.314 Millions,"{'Gross Weight': 23.5482, 'Net Weight': 20.641, 'Package Weight': 2.9072}",non recyclable,30K+,3394.09,2085.67,783.64,520.52,739.4697
mc_ID_113,"Married Male with No children, education: bachelors degree working as professional",C15ho_ZA,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Pearl","['Florist', 'Ready Food', 'Bar For Salad', 'Coffee Bar']",Price Cutters,Gourmet,1.95 Millions,0.6825 Millions,"{'Gross Weight': 23.5482, 'Net Weight': 22.0946, 'Package Weight': 1.4536}",non recyclable,50K+,2210.11,1564.86,387.45,256.97,729.2712
